Index,Product,Platform,Title,Price,Rating,Country.of.origin,Stock,Units.Sold,Product.url
467,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console System(Gen 2 +1 Year Warranty+2 free gifts),489,NA,United States,80,144,https://shopee.sg/Nintendo-Switch-Console-System(Gen-2-1-Year-Warranty-2-free-gifts)-i.82470258.3337856705
468,Nintendo Switch Gen 2,QOO10,[Nintendo] Switch Console System Gen 2 (1 Year Warranty),489,1,China,NA,163,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-SYSTEM-GEN-2-1-YEAR-WARRANTY/682512273
469,Nintendo Switch Gen 2,EZBUY,Nintendo Switch Gen 2 Console Combo Deal + 1 Year Warranty by Shopitree (Longer Battery Life),492,NA,United States,NA,125,https://ezbuy.sg/product/476260615.html?keywords=nintendo%20switch%20gen%202&baseGpid=476260615&pl=1&ezspm=1.20000000.22.0.0
470,Nintendo Switch Gen 2,Lazada,[SG]★Free Games Promotion★Nintendo Switch Console Gen 2 Extended Battery [1 Year Local Warranty],499,4.8,India,90,155,https://www.lazada.sg/products/sgfree-games-promotionnintendo-switch-console-gen-2-extended-battery-1-year-local-warranty-i589206664-s2077064081.html?search=1
471,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console + 1 Year Warranty By Shopitree (Gen 2 - Extended Battery Life),499,0,India,10,123,https://www.lazada.sg/products/nintendo-switch-console-1-year-warranty-by-shopitree-gen-2-extended-battery-life-i596910889-s1725342552.html?search=1
472,Nintendo Switch Gen 2,Lazada,[Maxsoft 1 Year Warranty] Nintendo Switch XKJ Gen2 - Grey,499,5,United States,17,158,https://www.lazada.sg/products/maxsoft-1-year-warranty-nintendo-switch-xkj-gen2-grey-i733722877-s2353426516.html?search=1
473,Nintendo Switch Gen 2,Lazada,[Maxsoft 1 Year Warranty] Nintendo Switch XKJ Gen2 - Neon Blue + Red,499,0,China,1,120,https://www.lazada.sg/products/maxsoft-1-year-warranty-nintendo-switch-xkj-gen2-neon-blue-red-i733826549-s2353794650.html?search=1
474,Nintendo Switch Gen 2,Lazada,[Maxsoft Warranty] Nintendo Switch Gen2 XKJ Latest Model,499,0,United States,1,120,https://www.lazada.sg/products/maxsoft-warranty-nintendo-switch-gen2-xkj-latest-model-i696066630-s2160436371.html?search=1
475,Nintendo Switch Gen 2,EZBUY,(Maxsoft Warranty) Nintendo Switch Gen 2 Console + 1 Year Local Warranty By Singapore Nintendo Distributor (Maxsoft) - (Longer Battery Life),499,5,Chile,NA,141,https://ezbuy.sg/product/415758392.html?keywords=nintendo%20switch%20gen%202&baseGpid=415758392&pl=1&ezspm=1.20000000.22.0.0
476,Nintendo Switch Gen 2,QOO10,Nintendo Switch Console <U+2605> New Gen 2 Improved Battery [READY STOCK],499,4,Singapore,NA,117,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-NEW-GEN-2-IMPROVED-BATTERY-READY-STOCK/677894725
477,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console System New Extended Battery Life Gen 2 - 1 Year Warranty,499.9,5,United States,6,120,https://www.lazada.sg/products/nintendo-switch-console-system-new-extended-battery-life-gen-2-1-year-warranty-i948596087-s4021994915.html?search=1
478,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2 Console,505,0,United States,3,106,https://www.lazada.sg/products/nintendo-switch-gen-2-console-i296898662-s2104208597.html?search=1
479,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2,505,4.9,China,86,99,https://www.lazada.sg/products/nintendo-switch-gen-2-i686810169-s2114076783.html?search=1
480,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console Gen 2 Model (Neon) w/3mths Store Warranty + Free Gifts,509,0,China,1,135,https://www.lazada.sg/products/nintendo-switch-console-gen-2-model-neon-w3mths-store-warranty-free-gifts-i398502549-s966996935.html?search=1
481,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console System Gen 2 Limited Edition Animal Crossing: New Horizons (1 Year Local Singapore Warranty),509,4.9,Pakistan,40,121,https://shopee.sg/Nintendo-Switch-Console-System-Gen-2-Limited-Edition-Animal-Crossing-New-Horizons-(1-Year-Local-Singapore-Warranty)-i.82738335.6517490880
482,Nintendo Switch Gen 2,Lazada,"Nintendo Switch Console (Gen 2, SG Set) Maxsoft Warranty",514.88,0,China,4,132,https://www.lazada.sg/products/nintendo-switch-console-gen-2-sg-set-maxsoft-warranty-i495560769-s1393516440.html?search=1
483,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console Gen 2 Maxsoft 1 year Singapore warranty,515,4.9,China,11,85,https://www.lazada.sg/products/nintendo-switch-console-gen-2-maxsoft-1-year-singapore-warranty-i949716315-s3586088774.html?search=1
484,Nintendo Switch Gen 2,Lazada,Brand New Nintendo Switch Console Gen 2 with 1 year local warranty,515.9,0,United States,9,112,https://www.lazada.sg/products/brand-new-nintendo-switch-console-gen-2-with-1-year-local-warranty-i568036889-s1618854477.html?search=1
485,Nintendo Switch Gen 2,EZBUY,Nintendo Switch Console System Gen 2,518.39,4.8,Malaysia,NA,145,https://ezbuy.sg/product/465286624.html?keywords=nintendo%20switch%20gen%202&baseGpid=465286624&pl=1&ezspm=1.20000000.22.0.0
486,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console System Gen 2 Limited Edition Animal Crossing: New Horizons (1 Year Local Singapore Warranty),519,5,United States,40,76,https://shopee.sg/Nintendo-Switch-Console-System-Gen-2-Limited-Edition-Animal-Crossing-New-Horizons-(1-Year-Local-Singapore-Warranty)-i.769445.6217577733
487,Nintendo Switch Gen 2,Shopee,(MAXSOFT WARRANTY) Nintendo Switch Gen 2 with Extended Battery Life (FREE TEMPERED GLASS),528,5,Mexico,30,141,https://shopee.sg/(MAXSOFT-WARRANTY)-Nintendo-Switch-Gen-2-with-Extended-Battery-Life-(FREE-TEMPERED-GLASS)-i.39539282.5528211610
488,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console + 1 Year Local Warranty [Best Seller] (Gen 2),529,4.5,Vietnam,1,139,https://www.lazada.sg/products/nintendo-switch-console-1-year-local-warranty-best-seller-gen-2-i180040203-s864782611.html?search=1
489,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2,529,NA,Singapore,2,115,https://shopee.sg/Nintendo-Switch-Gen-2-i.218928.7544089106
490,Nintendo Switch Gen 2,Shopee,[SG]?Local Warranty?Nintendo Switch Console Animal Crossing: New Horizons Limited Edition Gen 2,529,5,United States,18,86,https://shopee.sg/-SG-%E2%98%85Local-Warranty%E2%98%85Nintendo-Switch-Console-Animal-Crossing-New-Horizons-Limited-Edition-Gen-2-i.168334632.5820247785
491,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console System New Longer Battery Life Gen 2 Model Maxsoft Warranty Available Grey or Neon Colour,539,5,Malaysia,9,117,https://www.lazada.sg/products/nintendo-switch-console-system-new-longer-battery-life-gen-2-model-maxsoft-warranty-available-grey-or-neon-colour-i204986618-s3267598457.html?search=1
492,Nintendo Switch Gen 2,QOO10,Nintendo Switch New Console (Gen 2),539,0,United Kingdom,NA,127,https://www.qoo10.sg/item/NINTENDO-SWITCH-NEW-CONSOLE-GEN-2/680822199
493,Nintendo Switch Gen 2,Lazada,NINTENDO SWITCH GEN 2 CONSOLE + 1 YEAR LOCAL WARRANTY BY SINGAPORE NINTENDO DISTRIBUTOR MAXSOFT (LONGER BATTERY LIFE),542.54,0,China,1,68,https://www.lazada.sg/products/nintendo-switch-gen-2-console-1-year-local-warranty-by-singapore-nintendo-distributor-maxsoft-longer-battery-life-i667028182-s2283948636.html?search=1
494,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen2 Console [Maxsoft Warranty] - Neon,549,5,China,1,76,https://www.lazada.sg/products/nintendo-switch-gen2-console-maxsoft-warranty-neon-i676662597-s2069328747.html?search=1
495,Nintendo Switch Gen 2,Shopee,"Nintendo Switch 2 Local Set Gen 2 Console (Neon or Grey), Warranty with Maxsoft 1 Year",549,4.7,United Kingdom,3,111,https://shopee.sg/Nintendo-Switch-2-Local-Set-Gen-2-Console-(Neon-or-Grey)-Warranty-with-Maxsoft-1-Year-i.154585624.3834242390
496,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console + game Grey Gen 2 (Agent warranty 1 year),559,0,Indonesia,5,92,https://www.lazada.sg/products/nintendo-switch-console-game-grey-gen-2-agent-warranty-1-year-i746788730-s2410952860.html?search=1
497,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console + game Neon Gen 2 (Agent warranty 1 year),559,0,China,0,67,https://www.lazada.sg/products/nintendo-switch-console-game-neon-gen-2-agent-warranty-1-year-i746710730-s2410626974.html?search=1
498,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console + game Neon Gen 2 (Agent warranty 1 year),559,NA,China,2,67,https://shopee.sg/Nintendo-Switch-Console-game-Neon-Gen-2-(Agent-warranty-1-year)-i.43282896.6533996808
499,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console + game Grey Gen 2 (Agent warranty 1 year),559,5,United States,2,97,https://shopee.sg/Nintendo-Switch-Console-game-Grey-Gen-2-(Agent-warranty-1-year)-i.43282896.5334001161
500,Nintendo Switch Gen 2,Shopee,[READY STOCK] Nintendo Switch Animal Crossing Console Edition ? New Gen 2 Improved Battery,559,NA,Argentina,76,108,https://shopee.sg/-READY-STOCK-Nintendo-Switch-Animal-Crossing-Console-Edition-%E2%98%85-New-Gen-2-Improved-Battery-i.151556698.7445121581
501,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console Gen 2 Model (Animal Crossing) w/3mths Store Warranty,559,NA,United States,2,210,https://shopee.sg/Nintendo-Switch-Console-Gen-2-Model-(Animal-Crossing)-w-3mths-Store-Warranty-i.4396874.7642005335
502,Nintendo Switch Gen 2,QOO10,Nintendo Switch Neon Blue console Gen 2 extended battery,560,1,Vietnam,NA,164,https://www.qoo10.sg/item/NINTENDO-SWITCH-NEON-BLUE-CONSOLE-GEN-2-EXTENDED-BATTERY/677880805
503,Nintendo Switch Gen 2,Shopee,GEN 2 Export set with Free Screen Protector (Special offer till 15th july),561.4,NA,United States,10,168,https://shopee.sg/GEN-2-Export-set-with-Free-Screen-Protector-(Special-offer-till-15th-july)-i.2776404.6040368613
504,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console Grey 2nd Generation (Gen 2) - 2 DAYS DELIVERY! Local Warranty,565,5,United States,50,181,https://www.lazada.sg/products/nintendo-switch-console-grey-2nd-generation-gen-2-2-days-delivery-local-warranty-i920054648-s3242150812.html?search=1
505,Nintendo Switch Gen 2,Lazada,NINTENDO SWITCH CONSOLE GEN 2 BATTERY UPGRADE ANIMAL CROSSING (Export Korea Set + 1 YR Warranty),569.9,0,Thailand,1,223,https://www.lazada.sg/products/nintendo-switch-console-gen-2-battery-upgrade-animal-crossing-export-korea-set-1-yr-warranty-i840716885-s2865914555.html?search=1
506,Nintendo Switch Gen 2,Shopee,[Ready Stock] Nintendo Switch Animal Crossing Console Edition ? New Gen 2 Improved Battery with Game,579,NA,China,1,183,https://shopee.sg/-Ready-Stock-Nintendo-Switch-Animal-Crossing-Console-Edition-%E2%98%85-New-Gen-2-Improved-Battery-with-Game-i.275885573.3651639984
507,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console Gen 2 Animal Crossing Limited Edition + 1 Year Local Warranty,579,4.9,China,6,213,https://shopee.sg/Nintendo-Switch-Console-Gen-2-Animal-Crossing-Limited-Edition-1-Year-Local-Warranty-i.169260685.4517954190
508,Nintendo Switch Gen 2,QOO10,Nintendo Switch Console + game Neon Gen 2 (Agent warranty 1 year),587,4,United Kingdom,NA,193,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-GAME-NEON-GEN-2-AGENT-WARRANTY-1-YEAR/678210387
509,Nintendo Switch Gen 2,QOO10,Nintendo Switch New Console - Grey (Gen 2) (Agent warranty 1 year),587,5,China,NA,127,https://www.qoo10.sg/item/NINTENDO-SWITCH-NEW-CONSOLE-GREY-GEN-2-AGENT-WARRANTY-1-YEAR/663002153
510,Nintendo Switch Gen 2,QOO10,Nintendo Switch Console + game Grey Gen 2 (Agent warranty 1 year),587,2,United States,NA,118,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-GAME-GREY-GEN-2-AGENT-WARRANTY-1-YEAR/678210583
511,Nintendo Switch Gen 2,Lazada,Nintendo Switch Neon Gen2 + 3 Great Games Bundle [12 Months Maxsoft Warranty],599,5,Malaysia,1,161,https://www.lazada.sg/products/nintendo-switch-neon-gen2-3-great-games-bundle-12-months-maxsoft-warranty-i720214785-s2279120451.html?search=1
512,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2 Console Animal Crossing: New Horizons Limited Edition + 1 Year Local Warranty,599,0,China,20,124,https://www.lazada.sg/products/nintendo-switch-gen-2-console-animal-crossing-new-horizons-limited-edition-1-year-local-warranty-i593726636-s1712434033.html?search=1
513,Nintendo Switch Gen 2,Lazada,Nintendo Switch Neon Gen 2 (Maxsoft Warranty),599,4.8,China,84,160,https://www.lazada.sg/products/nintendo-switch-neon-gen-2-maxsoft-warranty-i808212502-s2677340595.html?search=1
514,Nintendo Switch Gen 2,Lazada,Nintendo Switch Grey / Neon Gen 2 + 10 Physical Game Bundle [ Maxsoft Local Distributor Warranty ],599,4.9,United States,87,160,https://www.lazada.sg/products/nintendo-switch-grey-neon-gen-2-10-physical-game-bundle-maxsoft-local-distributor-warranty-i778826611-s2549900272.html?search=1
515,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2 Console Local set 1 year Maxsoft warranty,599,5,United Kingdom,3,192,https://shopee.sg/Nintendo-Switch-Gen-2-Console-Local-set-1-year-Maxsoft-warranty-i.36368241.7228197020
516,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console Gen 2 Samurai Shodown Bundle + 1 Year Local Warranty by Singapore Nintendo Distributor Maxsoft,599,NA,Russia,2,130,https://shopee.sg/Nintendo-Switch-Console-Gen-2-Samurai-Shodown-Bundle-1-Year-Local-Warranty-by-Singapore-Nintendo-Distributor-Maxsoft-i.27476241.4051754118
517,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console with Zelda Bundle (MDE-Gen 2) - 1 Year Local Warranty,599.9,5,United States,49,185,https://shopee.sg/Nintendo-Switch-Console-with-Zelda-Bundle-(MDE-Gen-2)-1-Year-Local-Warranty-i.94269792.1580754347
518,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2 Console,619,NA,Singapore,50,115,https://shopee.sg/Nintendo-Switch-Gen-2-Console-i.163791336.7642000177
519,Nintendo Switch Gen 2,Lazada,[READY STOCK] Nintendo Switch Console Gen 2,620,0,China,0,185,https://www.lazada.sg/products/ready-stock-nintendo-switch-console-gen-2-i724396740-s2295550896.html?search=1
520,Nintendo Switch Gen 2,Lazada,Nintendo Switch Animal Crossing: New Horizons Limited Edition Console System(Gen2+1 year warranty+free screen protector),629,5,Singapore,2,160,https://www.lazada.sg/products/nintendo-switch-animal-crossing-new-horizons-limited-edition-console-systemgen21-year-warrantyfree-screen-protector-i689424672-s2127094809.html?search=1
521,Nintendo Switch Gen 2,Lazada,Nintendo Switch Grey / Neon Gen 2 + Moving Out + Overcooked 1 + Overcooked 2 [ Maxsoft Local Distributor Warranty ],629,0,China,67,147,https://www.lazada.sg/products/nintendo-switch-grey-neon-gen-2-moving-out-overcooked-1-overcooked-2-maxsoft-local-distributor-warranty-i772106656-s2519206788.html?search=1
522,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2 Console Animal Crossing: New Horizons Limited Edition + 1 Year Warranty by Maxsoft,629,4.7,China,5,105,https://shopee.sg/Nintendo-Switch-Gen-2-Console-Animal-Crossing-New-Horizons-Limited-Edition-1-Year-Warranty-by-Maxsoft-i.27476241.3720231399
523,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2 Local Set ASI,639,0,China,8,160,https://www.lazada.sg/products/nintendo-switch-gen-2-local-set-asi-i1043444840-s3892390443.html?search=1
524,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2,650,NA,Mexico,1,149,https://shopee.sg/Nintendo-Switch-Gen-2-i.163588484.5751467983
525,Nintendo Switch Gen 2,Lazada,Nintendo Switch Grey Gen2 + 3 Great Games Bundle [12 Months Maxsoft Warranty],659,0,United States,5,140,https://www.lazada.sg/products/nintendo-switch-grey-gen2-3-great-games-bundle-12-months-maxsoft-warranty-i720266068-s2279088942.html?search=1
526,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console System(Gen 2 +1 Year Warranty+2 free gifts),668,4.9,China,74,105,https://www.lazada.sg/products/nintendo-switch-console-systemgen-2-1-year-warranty2-free-gifts-i296147149-s1419554432.html?search=1
527,Nintendo Switch Gen 2,Shopee,$30 OFF! [READY STOCKS] Nintendo Switch Gen 2 + RingFit + Labo Kit,689,4.8,China,9,167,https://shopee.sg/-30-OFF!-READY-STOCKS-Nintendo-Switch-Gen-2-RingFit-Labo-Kit-i.98817618.6017223144
528,Nintendo Switch Gen 2,QOO10,Nintendo Switch New Console (Gen 2) Model : HAC 001(01),698,0,United States,NA,118,https://www.qoo10.sg/item/NINTENDO-SWITCH-NEW-CONSOLE-GEN-2-MODEL-HAC-001-01/678521955
529,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2 The Hot Rod Bundle🎱,699,0,United Kingdom,0,122,https://www.lazada.sg/products/nintendo-switch-gen-2-the-hot-rod-bundle-i933990377-s3300960107.html?search=1
530,Nintendo Switch Gen 2,Shopee,Nintendo Switch Console Neon Gen 2 (128 GB With 10 Games) (Full Sets) (Full Modify) Foc Tempered Glass & Porch,713.51,NA,United States,2,128,https://shopee.sg/Nintendo-Switch-Console-Neon-Gen-2-(128-GB-With-10-Games)-(Full-Sets)-(Full-Modify)-Foc-Tempered-Glass-Porch-i.203728518.4639925629
531,Nintendo Switch Gen 2,Lazada,Nintendo Switch Gen 2 + Ringfit Adventures Complete Bundle,715.66,5,Thailand,1,141,https://www.lazada.sg/products/nintendo-switch-gen-2-ringfit-adventures-complete-bundle-i866376644-s2980088314.html?search=1
532,Nintendo Switch Gen 2,Lazada,[SG]★Free-Gift Promotion★Nintendo Switch Console Animal Crossing: New Horizons Limited Edition Gen 2 [Local Warranty],719,4.9,China,86,98,https://www.lazada.sg/products/sgfree-gift-promotionnintendo-switch-console-animal-crossing-new-horizons-limited-edition-gen-2-local-warranty-i1011096461-s3699102446.html?search=1
533,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console Gen 2 Model (Grey) w/12mths Local Warranty,738.9,0,United States,1,138,https://www.lazada.sg/products/nintendo-switch-console-gen-2-model-grey-w12mths-local-warranty-i745464123-s2405902307.html?search=1
534,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console Gen 2 Model (Neon) w/12mths Local Warranty,738.9,0,China,10,139,https://www.lazada.sg/products/nintendo-switch-console-gen-2-model-neon-w12mths-local-warranty-i401182525-s980248683.html?search=1
535,Nintendo Switch Gen 2,Lazada,[export]Nintendo switch GEN 2 animal crossing,825,4.9,China,2,136,https://www.lazada.sg/products/exportnintendo-switch-gen-2-animal-crossing-i792310630-s2607514130.html?search=1
536,Nintendo Switch Gen 2,Lazada,Nintendo Switch Console (Gen 2) Neon Blue/Red Export Set Neon/Blue - Toy or Game TOG,899,0,United States,2,129,https://www.lazada.sg/products/nintendo-switch-console-gen-2-neon-bluered-export-set-neonblue-toy-or-game-tog-i701450214-s2186992697.html?search=1
537,Nintendo Switch Gen 2,Shopee,Nintendo Switch Gen 2 Animal Crossing Japan Edition,920,5,Chile,15,104,https://shopee.sg/Nintendo-Switch-Gen-2-Animal-Crossing-Japan-Edition-i.39237032.3729194490
538,Nintendo Switch Gen 2,QOO10,Nintendo Switch Console System Gen 2,1621.98,0,China,NA,94,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-SYSTEM-GEN-2/663963973
539,Nintendo Switch Gen 2,QOO10,Nintendo Switch Console System Gen 2,1621.98,0,United States,NA,111,https://www.qoo10.sg/item/NINTENDO-SWITCH-CONSOLE-SYSTEM-GEN-2/566652781
540,Samsung Note 20,Shopee,Samsung Galaxy Note 10 Plus 256GB ~ 512GB | Local set | 1 year warranty,918,4.9,Canada,48,231,https://shopee.sg/Samsung-Galaxy-Note-10-Plus-256GB-~-512GB-Local-set-1-year-warranty-i.2856708.2699816163
541,Samsung Note 20,Shopee,Samsung Galaxy Note 20 Ultra 5G | Note 20 | 1 Year Samsung Warranty | SG Local,919,4.9,China,5,227,https://shopee.sg/Samsung-Galaxy-Note-20-Ultra-5G-Note-20-1-Year-Samsung-Warranty-SG-Local-i.202850780.6346549008
542,Samsung Note 20,QOO10,[SAMSUNG] Galaxy Note 20 | 20 ULTRA / Snapdragon 865+ / 256GB / 12GB / 5G mobile,929,4,United States,NA,175,https://www.qoo10.sg/item/SAMSUNG-GALAXY-NOTE-20-20-ULTRA-SNAPDRAGON-865-256GB-12GB-5G/679464312
543,Samsung Note 20,Shopee,Samsung Galaxy Note 20 / Note 20 5G / Note 20 Ultra 5G | 1 year warranty from Samsung,958,5,Indonesia,83,295,https://shopee.sg/Samsung-Galaxy-Note-20-Note-20-5G-Note-20-Ultra-5G-1-year-warranty-from-Samsung-i.2856708.5746322334
544,Samsung Note 20,Shopee,Galaxy Note 20 LTE / 5G | 1 year warranty by Samsung,965,5,China,9,228,https://shopee.sg/Galaxy-Note-20-LTE-5G-1-year-warranty-by-Samsung-i.1216922.7147249109
545,Samsung Note 20,Shopee,Samsung Galaxy Note 20 | Note 20 5G,969,5,Mexico,15,220,https://shopee.sg/Samsung-Galaxy-Note-20-Note-20-5G-i.52377417.3158500857
546,Samsung Note 20,Shopee,Samsung Note 20 Ultra / Galaxy Note 20 5G Snapdragon Samsung Galaxy Note 20 Ultra New HK/Korean version Original Sealed,985,4.8,China,169,261,https://shopee.sg/Samsung-Note-20-Ultra-Galaxy-Note-20-5G-Snapdragon-Samsung-Galaxy-Note-20-Ultra-New-HK-Korean-version-Original-Sealed-i.298436713.7848431274
547,Samsung Note 20,Shopee,Samsung Galaxy Note 20 5G | 1 Year Samsung Warranty,985,5,Indonesia,94,270,https://shopee.sg/Samsung-Galaxy-Note-20-5G-1-Year-Samsung-Warranty-i.39401693.3159319832
548,Samsung Note 20,QOO10,Samsung ElectronicsSamsung Note 20 4G 256GB Phone 1 Year Samsung Warranty,988,1,China,NA,166,https://www.qoo10.sg/item/SAMSUNG-ELECTRONICS-SAMSUNG-NOTE-20-4G-256GB-PHONE-1-YEAR-SAMSUNG-WARRANTY/680651683
549,Samsung Note 20,Shopee,Samsung Galaxy Note 20 Ultra / Samsung Galaxy Note 20 5G OneYear LocalWarranty note 20 note20,989,5,Japan,810,236,https://shopee.sg/Samsung-Galaxy-Note-20-Ultra-Samsung-Galaxy-Note-20-5G-OneYear-LocalWarranty-note-20-note20-i.292775668.7546037133
550,Samsung Note 20,Shopee,Samsung Galaxy Note 20 Ultra / Galaxy Note 20 5G Snapdragon 865+,989,4.5,China,110,226,https://shopee.sg/Samsung-Galaxy-Note-20-Ultra-Galaxy-Note-20-5G-Snapdragon-865--i.191388784.5348257279
551,Samsung Note 20,Shopee,Samsung Galaxy Note 20 LTE (Singapore Set),990,5,China,14,278,https://shopee.sg/Samsung-Galaxy-Note-20-LTE-(Singapore-Set)-i.19562560.4347492539
552,Samsung Note 20,Shopee,Samsung Galaxy Note 20 5G 256GB+8GB | 1 year Samsung warranty,999,NA,Argentina,5,265,https://shopee.sg/Samsung-Galaxy-Note-20-5G-256GB-8GB-1-year-Samsung-warranty-i.234696211.7548193831
553,Samsung Note 20,Shopee,Samsung Galaxy Note 20 Ultra 5G | Note 20 | Free Gift Worth $98 | 1 Year Samsung Warranty | SG Local,1000,NA,China,50,241,https://shopee.sg/Samsung-Galaxy-Note-20-Ultra-5G-Note-20-Free-Gift-Worth-98-1-Year-Samsung-Warranty-SG-Local-i.320078186.3457765083
554,Samsung Note 20,Shopee,Samsung Galaxy Note 20 5G (Local Set),1011,NA,China,4,166,https://shopee.sg/Samsung-Galaxy-Note-20-5G-(Local-Set)-i.21030308.4346301915
555,Samsung Note 20,Shopee,LOCAL WARRANTY SET - Samsung Note 20 5G 8RAM/256GB (Free Protector),1015,5,China,10,151,https://shopee.sg/LOCAL-WARRANTY-SET-Samsung-Note-20-5G-8RAM-256GB-(Free-Protector)-i.998058.6747415523
556,Samsung Note 20,Shopee,BNIB AUTHENTIC SAMSUNG GALAXY NOTE 20 5G,1020,NA,Singapore,10,268,https://shopee.sg/BNIB-AUTHENTIC-SAMSUNG-GALAXY-NOTE-20-5G-i.228713547.7357299037
557,Samsung Note 20,EZBUY,Samsung Galaxy Note 20 LTE (Singapore Set),1021,NA,Canada,NA,225,https://ezbuy.sg/product/475892272.html?keywords=samsung%20note%2020&baseGpid=475892271&pl=1&ezspm=1.20000000.22.0.0
558,Samsung Note 20,Shopee,SAMSUNG GALAXY NOTE 20 ULTRA (5G) / GALAXY NOTE 20 (5G) / GALAXY NOTE 20 LTE - HANS MOBILE - - 1 YEAR OFFICIAL WARRANTY,1038,NA,United States,65,260,https://shopee.sg/SAMSUNG-GALAXY-NOTE-20-ULTRA-(5G)-GALAXY-NOTE-20-(5G)-GALAXY-NOTE-20-LTE-HANS-MOBILE-1-YEAR-OFFICIAL-WARRANTY-i.154364307.7655215528
559,Samsung Note 20,Shopee,SAMSUNG GALAXY NOTE 20 5G LOCAL SET WITH 1 YEAR WARRANTY,1039,NA,Colombia,20,199,https://shopee.sg/SAMSUNG-GALAXY-NOTE-20-5G-LOCAL-SET-WITH-1-YEAR-WARRANTY-i.95642156.3646736090
560,Samsung Note 20,QOO10,Samsung Note 20 5G 256GB Phone 1 Year Samsung Warranty,1058,1,China,NA,254,https://www.qoo10.sg/item/SAMSUNG-NOTE-20-5G-256GB-PHONE-1-YEAR-SAMSUNG-WARRANTY/680655055
561,Samsung Note 20,Shopee,Samsung Galaxy Note 20 5G (Singapore Set),1078,NA,China,15,255,https://shopee.sg/Samsung-Galaxy-Note-20-5G-(Singapore-Set)-i.19562560.4447462916
562,Samsung Note 20,Shopee,Samsung Galaxy Note 20 N980FD,1098,NA,United States,6,175,https://shopee.sg/Samsung-Galaxy-Note-20-N980FD-i.288309465.6455473978
563,Samsung Note 20,Shopee,[READY STOCK] ?? SAMSUNG GALAXY NOTE 20 ULTRA 5G/NOTE 20 5G/NOTE 20 LTE? ORIGINAL SAMSUNG MALAYSIA ?,1099.27,NA,China,60,228,https://shopee.sg/-READY-STOCK-%F0%9F%92%A5-SAMSUNG-GALAXY-NOTE-20-ULTRA-5G-NOTE-20-5G-NOTE-20-LTE%E2%AD%90-ORIGINAL-SAMSUNG-MALAYSIA-%E2%9C%85-i.312965757.4855324958
564,Samsung Note 20,Shopee,Samsung Galaxy Note 20 (4G/ 5G) (N980 /N981) / - Free Gift - 100% Original Set,1100.68,NA,United States,64,150,https://shopee.sg/Samsung-Galaxy-Note-20-(4G-5G)-(N980-N981)-Free-Gift-100-Original-Set-i.298505880.4651862076
565,Samsung Note 20,Shopee,Samsung Note 20 4G / Note 20 Ultra 5G - 100% Original Samsung Warranty,1102.68,NA,United States,90,246,https://shopee.sg/Samsung-Note-20-4G-Note-20-Ultra-5G-100-Original-Samsung-Warranty-i.319163397.6256923816
566,Samsung Note 20,Shopee,Samsung Galaxy Note 20 4G,1108,NA,China,15,220,https://shopee.sg/Samsung-Galaxy-Note-20-4G-i.28897214.6049638973
567,Samsung Note 20,EZBUY,Samsung Galaxy Note 20 5G (Singapore Set),1112,NA,China,NA,195,https://ezbuy.sg/product/475883316.html?keywords=samsung%20note%2020&baseGpid=475883315&pl=1&ezspm=1.20000000.22.0.0
